original_title,budget,revenue,runtime,vote_count,evaluation
The Change-Up,52000000,75450437,112,736,moyen
Man on the Moon,82000000,47434430,118,435,moyen
Casino,52000000,116112375,178,1307,bien
From Paris with Love,52000000,52826594,92,675,moyen
Bulletproof Monk,52000000,0,104,278,moyen
"Me, Myself & Irene",51000000,149270999,116,927,moyen
Barnyard,51000000,72779000,90,225,moyen
Deck the Halls,0,47231070,93,109,moyen
The Twilight Saga: New Moon,50000000,709827462,130,2436,moyen
Shrek,60000000,484409218,90,4056,moyen
The Adjustment Bureau,50200000,127869379,106,1652,moyen
Robin Hood: Prince of Thieves,48000000,390493908,143,909,moyen
Jerry Maguire,50000000,273552592,139,913,moyen
Ted,50000000,549368315,106,4697,moyen
As Good as It Gets,50000000,314178011,139,915,moyen
Patch Adams,50000000,202292902,115,832,moyen
Anchorman 2: The Legend Continues,50000000,173649015,119,923,moyen
Mr. Deeds,50000000,171269535,96,644,moyen
Super 8,50000000,260095987,112,2435,moyen
Erin Brockovich,52000000,256271286,131,716,moyen
How to Lose a Guy in 10 Days,50000000,177371441,116,850,moyen
22 Jump Street,50000000,188441614,112,3319,moyen
Interview with the Vampire,60000000,223664608,123,1516,moyen
Yes Man,70000000,225990978,104,1813,moyen
Central Intelligence,50000000,216972543,107,1650,moyen
Stepmom,0,0,124,277,moyen
Daddy's Home,50000000,242786137,96,854,moyen
Into the Woods,50000000,212902372,125,1652,moyen
Inside Man,45000000,184376254,129,1630,moyen
Payback,90000000,161626121,100,548,moyen
Congo,50000000,152022101,109,213,moyen
We Bought a Zoo,50000000,120081841,124,909,moyen
Knowing,50000000,155446362,121,1486,moyen
Failure to Launch,50000000,88715192,97,399,moyen
The Ring Two,50000000,161451538,110,632,moyen
"Crazy, Stupid, Love.",50000000,142851197,118,2443,moyen
Garfield,50000000,200804534,80,820,moyen
Christmas with the Kranks,60000000,0,99,193,moyen
Moneyball,50000000,110206216,133,1381,moyen
Outbreak,50000000,189859560,127,513,moyen
Non-Stop,50000000,222809600,106,2268,moyen
Race to Witch Mountain,50000000,106303988,98,509,moyen
V for Vendetta,54000000,132511035,132,4442,bien
Shanghai Knights,50000000,88323487,115,692,moyen
Curious George,50000000,69834815,86,106,moyen
Herbie Fully Loaded,50000000,66002004,101,542,moyen
Don't Say a Word,50000000,100020092,113,220,moyen
Hansel & Gretel: Witch Hunters,50000000,224803475,88,3239,moyen
Unfaithful,50000000,119137784,124,276,moyen
I Am Number Four,50000000,144492830,109,1567,moyen
Syriana,50000000,94000000,128,451,moyen
13 Hours: The Secret Soldiers of Benghazi,50000000,69411370,144,938,moyen
The Book of Life,50000000,97437106,95,755,moyen
Firewall,45000000,82800000,105,267,moyen
Absolute Power,50000000,50068310,121,223,moyen
G.I. Jane,50000000,48169156,125,395,moyen
The Game,50000000,109423648,129,1506,moyen
Silent Hill,50000000,97607453,125,1067,moyen
The Replacements,0,0,118,203,moyen
American Reunion,50000000,234989584,113,1611,moyen
The Negotiator,50000000,44547681,140,582,moyen
Into the Storm,50000000,160602194,89,817,moyen
Beverly Hills Cop III,50000000,119208989,104,434,moyen
Gremlins 2: The New Batch,50000000,41482207,106,652,moyen
The Judge,50000000,83719388,141,1417,moyen
The Peacemaker,50000000,0,124,255,moyen
Resident Evil: Apocalypse,45000000,129394835,94,1267,moyen
Bridget Jones: The Edge of Reason,50000000,40203020,108,750,moyen
Out of Time,50000000,55495563,105,298,moyen
On Deadly Ground,50000000,49000000,102,104,mediocre
The Adventures of Sharkboy and Lavagirl,50000000,69425966,92,269,mediocre
The Beach,40000000,144056873,119,1233,moyen
Raising Helen,50000000,49718611,119,189,moyen
Ninja Assassin,40000000,60462347,99,371,moyen
For Love of the Game,50000000,0,137,88,moyen
Striptease,50000000,113309743,115,205,mediocre
Marmaduke,50000000,83761844,87,149,moyen
Hereafter,50000000,105197635,129,510,moyen
Murder by Numbers,50000000,56714147,120,268,moyen
Assassins,50000000,30303072,132,387,moyen
Hannibal Rising,50000000,82169884,121,654,moyen
The Story of Us,50000000,58900031,95,75,moyen
The Host,44000000,63327201,125,1817,moyen
Basic,50000000,42792561,98,286,moyen
Blood Work,50000000,26199517,110,206,moyen
The International,50000000,60161391,118,368,moyen
Escape from L.A.,50000000,42277365,97,373,moyen
The Iron Giant,70000000,23159305,86,1436,bien
The Life Aquatic with Steve Zissou,50000000,34808403,119,775,moyen
Free State of Jones,50000000,25035950,139,428,moyen
The Life of David Gale,50000000,38955598,130,480,moyen
Man of the House,40000000,0,100,120,moyen
Run All Night,50000000,71561644,114,1148,moyen
Eastern Promises,51500000,55112356,100,848,moyen
Into the Blue,50000000,44434439,110,458,moyen
Joan of Arc,60000000,66976317,148,367,moyen
Your Highness,49900000,26121638,102,501,moyen
Dream House,50000000,38502340,84,391,moyen
Mad City,50000000,10541523,114,81,moyen
Baby's Day Out,50000000,16671505,99,274,moyen
The Scarlet Letter,50000000,10382407,135,108,moyen
Fair Game,22000000,24188922,108,235,moyen
Domino,50000000,22944502,127,444,moyen
Jade,50000000,9851610,95,44,moyen
Gamer,50000000,40828540,95,760,moyen
Beautiful Creatures,60000000,60052138,124,984,moyen
Death to Smoochy,55000000,0,109,132,moyen
Zoolander 2,50000000,55969000,100,797,mediocre
The Big Bounce,50000000,6808550,88,76,moyen
What Planet Are You From?,60000000,0,105,37,moyen
Drive Angry,50000000,28931401,105,600,moyen
Street Fighter: The Legend of Chun-Li,50000000,12764201,97,112,mediocre
The One,49000000,72700000,87,437,moyen
The Adventures of Ford Fairlane,49000000,20423389,104,71,moyen
The Boat That Rocked,50000000,36348784,116,666,moyen
Traffic,48000000,207515725,147,562,moyen
Indiana Jones and the Last Crusade,48000000,474171806,127,3152,bien
Anna Karenina,0,68929150,130,639,moyen
Chappie,49000000,104399548,120,3062,moyen
The Bone Collector,73000000,151493655,118,826,moyen
Panic Room,48000000,196397415,111,1267,moyen
Three Kings,75000000,108000000,114,692,moyen
Child 44,50000000,3324330,137,547,moyen
Rat Race,48000000,85498534,112,518,moyen
K-PAX,48000000,50315140,120,695,moyen
Kate & Leopold,0,0,118,418,moyen
Bedazzled,48000000,90383208,93,512,moyen
The Cotton Club,58000000,25928721,127,68,moyen
3:10 to Yuma,55000000,70016220,122,1188,moyen
Taken 3,48000000,325771424,109,2200,moyen
Out of Sight,48000000,77745568,123,333,moyen
The Cable Guy,47000000,102825796,96,594,moyen
1947: Earth,0,528972,101,9,moyen
Dick Tracy,47000000,103738726,103,251,moyen
The Thomas Crown Affair,48000000,124305181,113,339,moyen
Riding in Cars with Boys,48000000,35743308,132,103,moyen
First Blood,15000000,125212904,93,1488,moyen
Солярис,0,0,167,357,bien
Happily N'Ever After,47000000,38085778,75,104,mediocre
Mary Reilly,47000000,12379402,104,74,moyen
My Best Friend's Wedding,38000000,299288605,105,584,moyen
America's Sweethearts,0,0,102,252,moyen
Insomnia,46000000,113714830,118,1148,moyen
Star Trek: First Contact,46000000,150000000,111,661,moyen
Jonah Hex,47000000,10539000,80,420,mediocre
Courage Under Fire,46000000,100860818,117,232,moyen
Liar Liar,45000000,181000000,86,1424,moyen
The Infiltrator,25000000,15436808,127,573,moyen
Inchon,46000000,5200000,140,2,moyen
The Flintstones,46000000,341631208,91,543,moyen
Taken 2,45000000,376141306,91,2757,moyen
Scary Movie 3,48000000,220673217,84,912,moyen
Miss Congeniality,45000000,212000000,111,961,moyen
Journey to the Center of the Earth,45000000,101702060,93,1309,moyen
The Princess Diaries 2: Royal Engagement,40000000,95149435,113,697,moyen
The Pelican Brief,45000000,195268056,141,371,moyen
The Client,45000000,117615211,119,278,moyen
The Bucket List,45000000,175372502,97,1111,moyen
Patriot Games,45000000,178051587,117,433,moyen
Monster-in-Law,43000000,154749918,101,406,moyen
Prisoners,46000000,122126687,153,3085,bien
Training Day,45000000,104876233,122,1634,moyen
Galaxy Quest,45000000,90683916,102,710,moyen
Scary Movie 2,45000000,141220678,83,982,moyen
The Muppets,45000000,165184237,103,501,moyen
Blade,45000000,131183530,120,1905,moyen
Coach Carter,30000000,76669806,136,496,moyen
Changing Lanes,45000000,94935764,89,299,moyen
Anaconda,45000000,136885767,89,610,mediocre
Coyote Ugly,45000000,113916474,100,575,moyen
Love Actually,40000000,244931766,135,1869,moyen
A Bug's Life,120000000,363258859,95,2303,moyen
From Hell,35000000,74558115,122,741,moyen
The Specialist,45000000,170362582,110,313,moyen
Tin Cup,45000000,53854588,135,150,moyen
"Yours, Mine and Ours",0,0,111,26,moyen
Kicking & Screaming,45000000,56070433,95,176,moyen
The Hitchhiker's Guide to the Galaxy,50000000,104478416,109,1315,moyen
Fat Albert,0,0,93,69,mediocre
Resident Evil: Extinction,45000000,148412065,94,1292,moyen
Blended,40000000,123494610,117,1006,moyen
Last Holiday,45000000,38399961,112,119,moyen
The River Wild,45000000,0,111,210,moyen
The Indian in the Cupboard,45000000,0,96,134,moyen
Savages,45000000,82966152,131,766,moyen
Cellular,25000000,56422687,94,537,moyen
Johnny English,40000000,160583018,88,852,moyen
The Ant Bully,50000000,55181129,88,366,moyen
Dune,40000000,30925690,137,562,moyen
Across the Universe,0,0,133,410,moyen
Revolutionary Road,35000000,75225693,119,796,moyen
16 Blocks,55000000,65664721,105,661,moyen
Babylon A.D.,70000000,72108608,101,676,moyen
The Glimmer Man,45000000,0,92,100,mediocre
Multiplicity,45000000,0,117,154,moyen
Aliens in the Attic,45000000,57881056,86,244,moyen
The Pledge,35000000,29400000,123,215,moyen
The Producers,45000000,38058335,134,151,moyen
The Phantom,45000000,17300889,100,136,mediocre
All the Pretty Horses,57000000,0,117,60,moyen
Nixon,44000000,13681765,192,71,moyen
The Ghost Writer,45000000,60222298,128,670,moyen
Deep Rising,45000000,11203026,106,154,moyen
Miracle at St. Anna,45000000,9323833,160,90,moyen
滿城盡帶黃金甲,110,0,114,203,moyen
Bangkok Dangerous,45000000,42487390,99,332,moyen
Big Trouble,40000000,8493890,85,80,moyen
Love in the Time of Cholera,45000000,4607608,139,81,moyen
Shadow Conspiracy,45000000,2154540,103,11,mediocre
Johnny English Reborn,45000000,160078586,101,1007,moyen
Foodfight!,65000000,73706,87,28,mediocre
Argo,44500000,232324128,120,3423,moyen
The Fugitive,44000000,368875760,130,1220,moyen
The Bounty Hunter,40000000,136000000,110,858,moyen
Sleepers,44000000,165615285,147,715,moyen
Rambo: First Blood Part II,44000000,300400432,96,864,moyen
The Juror,44000000,0,118,89,moyen
Pinocchio,2600000,84300000,88,1355,moyen
Heaven's Gate,44000000,3484331,219,55,moyen
Underworld: Evolution,50000000,111340801,106,1528,moyen
Victor Frankenstein,40000000,34227298,109,685,moyen
Finding Forrester,43000000,80049764,136,302,moyen
28 Days,43000000,0,103,208,moyen
Unleashed,45000000,50871113,103,518,moyen
The Sweetest Thing,43000000,68696770,84,280,moyen
The Firm,42000000,270248367,154,501,moyen
Charlie St. Cloud,44000000,48190704,99,566,moyen
The Mechanic,40000000,51070807,93,1045,moyen
21 Jump Street,42000000,201585328,109,4074,moyen
Notting Hill,42000000,363889678,124,1262,moyen
Chicken Run,45000000,224834564,84,1150,moyen
Along Came Polly,42000000,171963386,90,773,moyen
Boomerang,40000000,70100000,117,134,moyen
The Heat,43000000,158674180,117,1575,moyen
Cleopatra,31115000,71000000,248,146,moyen
Here Comes the Boom,0,73100172,105,593,moyen
High Crimes,42000000,63781810,115,184,moyen
The Mirror Has Two Faces,42000000,0,126,47,moyen
The Mothman Prophecies,32000000,55157539,119,305,moyen
Brüno,42000000,0,83,518,moyen
Licence to Kill,32000000,156167015,133,541,moyen
Red Riding Hood,42000000,89162162,100,922,moyen
15 Minutes,60000000,56359980,120,191,moyen
Super Mario Bros.,48000000,20915465,104,232,mediocre
Lord of War,42000000,24127895,122,1335,moyen
英雄,31000000,177394432,99,635,moyen
One for the Money,40000000,36893721,91,388,moyen
The Interview,44000000,12342632,112,2304,moyen
The Warrior's Way,42000000,11087569,100,136,moyen
Micmacs à tire-larigot,33000000,14000000,100,148,moyen
8 Mile,41000000,215000000,110,1626,moyen
Pourquoi j'ai pas mangé mon père,0,0,100,125,moyen
A Knight's Tale,65000000,117487473,132,907,moyen
The Medallion,41000000,0,88,281,moyen
The Sixth Sense,40000000,672806292,107,3147,bien
Man on a Ledge,42000000,46221189,102,925,moyen
The Big Year,41000000,7448385,100,248,moyen
The Karate Kid,8000000,90815558,126,891,moyen
American Hustle,40000000,251171807,138,2807,moyen
The Proposal,40000000,317375031,108,1804,moyen
Double Jeopardy,70000000,177841558,105,278,moyen
Back to the Future Part II,40000000,332000000,108,3829,moyen
Lucy,40000000,126546825,89,5878,moyen
Fifty Shades of Grey,40000000,571006128,125,3254,moyen
Spy Kids 3-D: Game Over,38000000,197011982,84,511,mediocre
A Time to Kill,40000000,152266007,149,509,moyen
Cheaper by the Dozen,40000000,190212113,98,699,moyen
Lone Survivor,40000000,149295601,121,1526,moyen
A League of Their Own,40000000,107458785,128,354,moyen
The Conjuring 2,40000000,320170008,134,1949,moyen
The Social Network,40000000,224920315,120,3391,moyen
He's Just Not That Into You,40000000,177259441,129,959,moyen
Scary Movie 4,45000000,178262620,83,750,moyen
Scream 3,40000000,161834276,116,736,moyen
Back to the Future Part III,40000000,244527583,118,2900,moyen
Get Hard,40000000,111811453,100,944,moyen
Dracula,40000000,215862692,128,1056,moyen
Julie & Julia,40000000,129540499,123,560,moyen
42,40000000,95020213,128,787,moyen
The Talented Mr. Ripley,40000000,128798265,139,767,moyen
Dumb and Dumber To,40000000,169837010,110,1127,moyen
Eight Below,40000000,120455994,120,542,moyen
The Intern,35000000,194564672,121,1881,moyen
Ride Along 2,40000000,124827316,102,555,moyen
The Last of the Mohicans,40000000,75505856,112,732,moyen
Ray,40000000,124731534,152,467,moyen
Sin City,40000000,158733820,124,2691,moyen
Vantage Point,40000000,151161491,90,716,moyen
"I Love You, Man",41000000,91636986,105,515,moyen
Shallow Hal,40000000,141069860,114,731,moyen
JFK,40000000,205405498,189,502,moyen
Big Momma's House 2,40000000,138259062,99,371,moyen
The Mexican,57000000,147845033,123,441,moyen
17 Again,20000000,136267476,102,1350,moyen
The Other Woman,40000000,196781193,109,1437,moyen
The Final Destination,40000000,186167139,82,831,moyen
Bridge of Spies,40000000,165478348,141,2583,moyen
Behind Enemy Lines,40000000,91753202,106,457,moyen
Get Him to the Greek,40000000,90029656,109,612,moyen
Shall We Dance?,50000000,170128460,107,297,moyen
Small Soldiers,40000000,54682547,110,511,moyen
Spawn,40000000,87840042,96,336,moyen
The Count of Monte Cristo,35000000,75395048,131,453,moyen
The Lincoln Lawyer,40000000,85412898,119,902,moyen
Unknown,30000000,130786397,113,1265,moyen
The Prestige,40000000,109676311,130,4391,bien
Horrible Bosses 2,42000000,107670357,108,1536,moyen
Escape from Planet Earth,40000000,74597643,89,332,moyen
Apocalypto,40000000,120175290,139,1221,moyen
The Living Daylights,40000000,191185897,130,440,moyen
Predators,40000000,126248813,107,1206,moyen
Legal Eagles,0,0,116,51,moyen
Secret Window,40000000,92913171,96,972,moyen
The Lake House,40000000,114830111,99,670,moyen
The Skeleton Key,43000000,91974818,104,573,moyen
The Odd Life of Timothy Green,0,51854875,105,386,moyen
Made of Honor,40000000,84601681,101,394,moyen
Jersey Boys,40000000,67347013,134,255,moyen
The Rainmaker,40000000,45916769,135,235,moyen
Gothika,40000000,141591324,98,629,moyen
Amistad,36000000,74000000,155,316,moyen
Medicine Man,40000000,0,106,114,moyen
Aliens vs Predator: Requiem,40000000,41797066,94,740,mediocre
Ri¢hie Ri¢h,40000000,0,95,415,moyen
Autumn in New York,65000000,0,103,135,moyen
Music and Lyrics,40000000,145896422,96,554,moyen
Paul,40000000,97552050,104,1789,moyen
The Guilt Trip,40000000,41863726,95,284,moyen
Scream 4,40000000,97138686,111,902,moyen
8MM,40000000,96618699,123,474,moyen
The Doors,38000000,34416893,140,275,moyen
Sex Tape,40000000,126069509,97,1695,moyen
Hanging Up,40000000,36037909,94,40,moyen
Final Destination 5,47000000,157887643,92,866,moyen
Mickey Blue Eyes,0,0,102,140,moyen
Pay It Forward,40000000,55707411,122,432,moyen
Fever Pitch,30000000,50451307,103,182,moyen
Drillbit Taylor,40000000,0,102,275,moyen
A Million Ways to Die in the West,0,0,116,1468,moyen
The Shadow,25000000,48063435,108,138,moyen
Extremely Loud & Incredibly Close,40000000,55247881,129,708,moyen
Morning Glory,40000000,58785180,102,412,moyen
Get Rich or Die Tryin',40000000,46442528,117,186,moyen
The Art of War,40000000,30199105,117,135,moyen
Rent,40000000,31670620,135,155,moyen
Bless the Child,40000000,0,107,71,mediocre
The Out-of-Towners,75000000,29000000,90,45,moyen
The Island of Dr. Moreau,40000000,49627779,96,147,mediocre
The Musketeer,40000000,27053815,104,56,moyen
The Other Boleyn Girl,35000000,0,115,477,moyen
Sweet November,40000000,65754228,119,278,moyen
The Reaping,40000000,62771059,99,205,moyen
Mean Streets,500000,3000000,110,345,moyen
Renaissance Man,40000000,24332324,128,81,moyen
Colombiana,40000000,60965854,108,824,moyen
Quest for Camelot,40000000,38172500,86,190,moyen
City By The Sea,40000000,22433915,108,92,moyen
At First Sight,0,0,128,48,moyen
Torque,40000000,46546197,84,119,mediocre
City Hall,0,0,111,67,moyen
Showgirls,45000000,20350754,128,256,mediocre
Marie Antoinette,40000000,60474340,123,642,moyen
Kiss of Death,40000000,0,101,81,moyen
Get Carter,63600000,19412993,102,145,mediocre
Lo imposible,42000000,180274123,113,2025,moyen
Ishtar,55000000,14375181,107,28,mediocre
Fantastic Mr. Fox,40000000,46471023,87,1176,moyen
Life or Something Like It,40000000,16872671,103,124,moyen
Memoirs of an Invisible Man,40000000,14358033,99,125,moyen
Le fabuleux destin d'Amélie Poulain,10000000,173921954,122,3310,bien
New York Minute,0,0,91,185,moyen
Alfie,60000000,13395939,103,248,moyen
Big Miracle,40000000,24719215,107,152,moyen
The Deep End of the Ocean,38000000,28121100,106,54,moyen
FearDotCom,40000000,18902015,101,105,mediocre
Cirque du Freak: The Vampire's Assistant,40000000,28169671,109,348,moyen
Duplex,40000000,19322135,89,482,moyen
Soul Men,0,0,103,47,moyen
Raise the Titanic,0,0,115,21,moyen
Universal Soldier: The Return,45000000,10667893,82,135,mediocre
Pandorum,33000000,20645327,108,774,moyen
Impostor,40000000,0,102,135,moyen
Extreme Ops,40000000,10959475,93,28,moyen
Just Visiting,0,0,88,171,mediocre
Sunshine,50000000,32017803,107,1182,moyen
A Thousand Words,40000000,22044277,91,373,moyen
Delgo,40000000,0,94,15,moyen
The Gunman,40000000,13644292,115,392,moyen
Stormbreaker,40000000,23937870,93,213,moyen
Disturbia,20000000,117760134,105,1006,moyen
Hackers,20000000,7563728,107,398,moyen
The Hunting Party,0,0,101,96,moyen
The Hudsucker Proxy,30000000,0,111,275,moyen
投名狀,40000000,0,126,83,moyen
Nomad,25000000,0,112,17,mediocre
Snowpiercer,39200000,86758912,126,2854,moyen
Un monstre à Paris,25000000,0,90,313,moyen
The Last Shot,0,0,90,15,moyen
The Crow,15000000,94000000,102,953,moyen
Baahubali: The Beginning,40000000,100000000,159,135,moyen
The Time Traveler's Wife,39000000,101229792,107,798,moyen
Because I Said So,0,69485490,102,191,moyen
Frankenweenie,39000000,35287788,87,932,moyen
Serenity,39000000,38869464,119,1264,moyen
Against the Ropes,39000000,6614280,106,32,mediocre
Superman III,39000000,75850624,125,490,moyen
Grudge Match,40000000,44907260,113,433,moyen
Chi bi,80341000,127814609,150,205,moyen
Sweet Home Alabama,30000000,180622424,108,394,moyen
The Ugly Truth,38000000,205298907,96,972,moyen
Sgt. Bilko,0,0,90,94,moyen
Spy Kids 2: The Island of Lost Dreams,38000000,119723358,100,521,moyen
Star Trek: Generations,38000000,120000000,118,452,moyen
一代宗師,3860000,64076736,130,273,moyen
Water for Elephants,38000000,114156230,120,850,moyen
Dragon Nest: Warriors' Dawn,40000000,0,88,19,moyen
The Hurricane,50000000,73956241,146,396,moyen
Enough,38000000,51801187,114,264,moyen
Heartbreakers,35000000,0,123,254,moyen
Paul Blart: Mall Cop 2,38000000,107597242,94,567,moyen
Angel Eyes,53000000,29700000,102,88,moyen
Joe Somebody,38000000,0,99,40,moyen
The Ninth Gate,38000000,58401898,133,756,moyen
Extreme Measures,38000000,17380126,118,80,moyen
Rock Star,57000000,16991902,105,190,moyen
Precious,10000000,47536959,110,417,moyen
White Squall,38000000,10300000,129,86,moyen
The Thing,15000000,19629760,109,1588,bien
Riddick,38000000,98337295,119,2035,moyen
Switchback,37000000,6482195,118,52,moyen
Texas Rangers,0,0,110,19,moyen
City of Ember,55000000,17869048,90,605,moyen
The Master,32000000,28258060,137,701,moyen
Virgin Territory,38000000,5410749,93,75,mediocre
The Express,40000000,9793496,130,71,moyen
The 5th Wave,38000000,109906372,112,1945,moyen
Creed,37000000,173567581,133,1915,moyen
The Town,37000000,154026136,125,1468,moyen
What to Expect When You're Expecting,40000000,79700000,110,594,moyen
Burn After Reading,37000000,163720069,96,1222,moyen
Nim's Island,37000000,100076342,96,330,moyen
Rush,38000000,90247624,123,2277,bien
Magnolia,37000000,48451803,188,825,moyen
Cop Out,30000000,55583804,107,511,moyen
How to Be Single,38000000,112343513,110,1201,moyen
Dolphin Tale,37000000,95404397,113,163,moyen
Twilight,37000000,392616625,122,3561,moyen
John Q,36000000,102244770,116,594,moyen
Blue Streak,65000000,117758500,93,352,moyen
We're the Millers,37000000,269994119,110,2972,moyen
Obitaemyy Ostrov,36500000,21834845,115,23,moyen
Breakdown,36000000,50159144,95,198,moyen
Never Say Never Again,36000000,160000000,134,338,moyen
Hot Tub Time Machine,36000000,64572262,101,894,moyen
Dolphin Tale 2,36000000,52424533,107,96,moyen
Reindeer Games,42000000,32168970,124,173,moyen
A Man Apart,36000000,44350926,109,258,moyen
Aloha,37000000,26250020,105,692,moyen
Ghosts of Mississippi,0,0,130,40,moyen
Snow Falling on Cedars,0,0,127,32,moyen
The Rite,37000000,96047633,114,556,moyen
Gattaca,36000000,12532777,106,1808,moyen
Isn't She Great,36000000,3003296,95,14,mediocre
Space Chimps,37000000,63800345,81,99,moyen
Head of State,0,0,95,71,moyen
The Hangover,35000000,459270619,100,6173,moyen
葉問3,36000000,156844753,105,379,moyen
Austin Powers: The Spy Who Shagged Me,33000000,310940086,95,1011,moyen
Batman,35000000,411348924,126,2096,moyen
There Be Dragons,0,0,112,27,moyen
Lethal Weapon 3,35000000,321731527,118,811,moyen
The Blind Side,29000000,309208309,129,1597,moyen
Spy Kids,35000000,147934180,88,867,moyen
Horrible Bosses,35000000,117000000,98,2277,moyen
True Grit,38000000,252276927,110,1668,moyen
The Devil Wears Prada,35000000,326551094,109,3088,moyen
Star Trek: The Motion Picture,35000000,139000000,132,530,moyen
Identity Thief,35000000,173965010,111,1645,moyen
Cape Fear,35000000,182300000,128,675,moyen
21,35000000,69823199,123,1375,moyen
Trainwreck,35000000,140795793,125,1181,moyen
Guess Who,35000000,68915888,105,225,moyen
The English Patient,27000000,231976425,162,542,moyen
L.A. Confidential,35000000,126216940,138,1310,bien
Sky High,35000000,86369815,100,550,moyen
In & Out,35000000,0,90,177,moyen
Species,35000000,113374103,108,453,moyen
A Nightmare on Elm Street,1800000,25504513,91,1180,moyen
The Cell,33000000,104155843,107,436,moyen
The Man in the Iron Mask,0,0,132,1018,moyen
Secretariat,35000000,60251371,123,103,moyen
TMNT,34000000,95608995,90,345,moyen
Radio,32000000,52277485,109,141,moyen
Friends with Benefits,35000000,150483765,109,2237,moyen
Neighbors 2: Sorority Rising,35000000,108758521,91,1462,moyen
Saving Mr. Banks,35000000,112544580,125,1226,moyen
Malcolm X,34000000,48169908,202,370,moyen
This Is 40,35000000,88058786,134,896,moyen
Old Dogs,35000000,92219310,88,210,moyen
Underworld: Rise of the Lycans,35000000,91353501,92,1428,moyen
License to Wed,35000000,69307224,91,253,moyen
The Benchwarmers,0,0,80,242,moyen
Must Love Dogs,30000000,58405313,98,140,moyen
Donnie Brasco,35000000,41954997,127,1147,moyen
Resident Evil,33000000,102984862,100,2065,moyen
Poltergeist,10700000,122200000,114,794,moyen
The Ladykillers,0,0,104,415,moyen
Max Payne,35000000,85416905,100,613,moyen
In Time,40000000,173930596,109,3417,moyen
The Back-Up Plan,35000000,77477008,106,458,moyen
Something Borrowed,35000000,59901913,112,296,moyen
Black Knight,0,0,95,287,moyen
The Bad News Bears,35000000,35323292,102,97,moyen
Street Fighter,35000000,99423521,102,325,mediocre
The Pianist,35000000,120072577,150,1864,bien
The Nativity Story,35000000,0,101,35,moyen
House of Wax,40000000,68766121,113,677,moyen
Closer,27000000,115505027,104,811,moyen
J. Edgar,35000000,84606030,137,741,moyen
Mirrors,35000000,72436439,110,485,moyen
Queen of the Damned,35000000,45479110,101,239,moyen
Predator 2,35000000,57120318,108,730,moyen
Untraceable,35000000,32483410,101,238,moyen
Blast from the Past,35000000,40263020,112,245,moyen
Flash Gordon,35000000,27107960,111,233,moyen
Jersey Girl,35000000,36098382,102,325,moyen
Alex Cross,45000000,30353232,101,300,moyen
Midnight in the Garden of Good and Evil,35000000,25105255,155,157,moyen
Heist,8900000,4100000,93,318,moyen
Nanny McPhee and the Big Bang,35000000,93246388,109,436,moyen
Hoffa,35000000,0,140,81,moyen
The X Files: I Want to Believe,30000000,68369434,104,523,moyen
Ella Enchanted,31000000,27388767,96,437,moyen
Concussion,35000000,50363790,123,823,moyen
Abduction,35000000,82087155,106,961,moyen
Valiant,35000000,19478106,76,235,moyen
Wonder Boys,35000000,0,111,161,moyen
Superhero Movie,35000000,25871834,85,379,mediocre
Broken City,56000000,19701164,109,593,moyen
Cursed,35000000,19294901,97,167,moyen
Premium Rush,35000000,31083599,91,832,moyen
Hot Pursuit,35000000,51680201,87,647,moyen
The Four Feathers,35000000,29882645,132,159,moyen
Parker,35000000,46216641,118,1455,moyen
Wimbledon,31000000,41512007,98,293,moyen
Furry Vengeance,35000000,39340177,92,149,mediocre
Bait,30000000,0,93,191,moyen
Krull,27000000,16519460,117,129,moyen
Lions for Lambs,35000000,63215872,92,216,moyen
Flight of the Intruder,35000000,0,115,31,moyen
Walk Hard: The Dewey Cox Story,35000000,18317151,96,212,moyen
The Shipping News,0,0,111,108,moyen
American Outlaws,35000000,13678913,94,55,moyen
The Young Victoria,35000000,27409889,105,322,moyen
Whiteout,40000000,12206028,101,220,moyen
The Tree of Life,32000000,54674226,139,987,moyen
Knock Off,33000000,0,91,64,mediocre
Sabotage,35000000,17508518,110,555,moyen
The Order,35000000,11560806,102,91,mediocre
Punisher: War Zone,20500000,10089373,102,294,moyen
Zoom,35000000,12506188,83,135,mediocre
The Walk,35000000,61181942,123,1121,moyen
Warriors of Virtue,0,0,103,9,mediocre
A Good Year,35000000,42064105,118,357,moyen
Radio Flyer,35000000,4651977,114,53,moyen
Bound by Honor,35000000,0,180,115,bien
Smilla's Sense of Snow,35000000,0,121,60,moyen
Femme Fatale,35000000,16838910,114,142,moyen
Lion of the Desert,35000000,0,173,34,moyen
Le Hussard sur le toit,35000000,15000000,135,25,moyen
Ride with the Devil,38000000,635096,138,49,moyen
Biutiful,0,25147786,148,291,moyen
Bandidas,35000000,10496317,93,307,moyen
Black Water Transit,0,0,100,0,mediocre
The Maze Runner,34000000,348319861,113,5371,moyen
Unfinished Business,35000000,14431253,91,320,moyen
The Age of Innocence,34000000,32255440,139,169,moyen
The Fountain,35000000,15304890,96,827,moyen
Chill Factor,70000000,11263966,101,29,moyen
Stolen,35000000,2106557,96,344,moyen
崖の上のポニョ,41677699,187479518,100,926,moyen
The Longest Ride,34000000,63013281,128,1064,moyen
The Astronaut's Wife,75000000,19598588,109,254,moyen
I Dreamed of Africa,34000000,0,114,18,moyen
Playing for Keeps,35000000,0,106,240,moyen
